Location,Phase,Cheese,Charm,,Mouse
Zokor,Templar's Sanctum,Glowing Gruyere,-,5.97%,Solemn Soldier
Zokor,Templar's Sanctum,Glowing Gruyere,-,1.74%,Paladin Weapon Master
Zokor,Templar's Sanctum,Glowing Gruyere,-,0.99%,Masked Pikeman
Zokor,Templar's Sanctum,Glowing Gruyere,-,0.96%,Drudge
Zokor,Templar's Sanctum,SB+,-,26.71%,Battle Cleric
Zokor,Templar's Sanctum,SB+,-,23.54%,Sir Fleekio
Zokor,Templar's Sanctum,SB+,-,19.87%,Shadow Stalker
Zokor,Templar's Sanctum,SB+,-,9.65%,Reanimated Carver
Zokor,Templar's Sanctum,SB+,-,6.99%,Mind Tearer
Zokor,Templar's Sanctum,SB+,-,6.56%,Dark Templar
Zokor,Templar's Sanctum,SB+,-,4.90%,Solemn Soldier
Zokor,Templar's Sanctum,SB+,-,0.95%,Drudge
Zokor,Templar's Sanctum,SB+,-,0.83%,Masked Pikeman
Zokor,Templar's Sanctum,Gouda,-,26.14%,Battle Cleric
Zokor,Templar's Sanctum,Gouda,-,24.62%,Sir Fleekio
Zokor,Templar's Sanctum,Gouda,-,19.98%,Shadow Stalker
Zokor,Templar's Sanctum,Gouda,-,9.39%,Reanimated Carver
Zokor,Templar's Sanctum,Gouda,-,7.18%,Mind Tearer
Zokor,Templar's Sanctum,Gouda,-,6.54%,Dark Templar
Zokor,Templar's Sanctum,Gouda,-,4.57%,Solemn Soldier
Zokor,Templar's Sanctum,Gouda,-,0.79%,Masked Pikeman
Zokor,Templar's Sanctum,Gouda,-,0.79%,Drudge
Zokor,Treasure Room,Glowing Gruyere,-,35.45%,Mimic
Zokor,Treasure Room,Glowing Gruyere,-,25.19%,Hired Eidolon
Zokor,Treasure Room,Glowing Gruyere,-,20.19%,Matron of Wealth
Zokor,Treasure Room,Glowing Gruyere,-,19.16%,Reanimated Carver
Zokor,Treasure Room,SB+/Gouda,-,27.83%,Mimic
Zokor,Treasure Room,SB+/Gouda,-,20.59%,Shadow Stalker
Zokor,Treasure Room,SB+/Gouda,-,19.78%,Hired Eidolon
Zokor,Treasure Room,SB+/Gouda,-,16.09%,Reanimated Carver
Zokor,Treasure Room,SB+/Gouda,-,15.72%,Matron of Wealth
Zokor,Treasure Vault,Glowing Gruyere,-,49.93%,Molten Midas
Zokor,Treasure Vault,Glowing Gruyere,-,14.90%,Reanimated Carver
Zokor,Treasure Vault,Glowing Gruyere,-,13.15%,Hired Eidolon
Zokor,Treasure Vault,Glowing Gruyere,-,10.17%,Treasure Brawler
Zokor,Treasure Vault,Glowing Gruyere,-,7.00%,Matron of Wealth
Zokor,Treasure Vault,Glowing Gruyere,-,4.85%,Mimic
Zokor,Treasure Vault,SB+,-,40.26%,Molten Midas
Zokor,Treasure Vault,SB+,-,20.43%,Shadow Stalker
Zokor,Treasure Vault,SB+,-,11.84%,Reanimated Carver
Zokor,Treasure Vault,SB+,-,9.99%,Hired Eidolon
Zokor,Treasure Vault,SB+,-,8.29%,Treasure Brawler
Zokor,Treasure Vault,SB+,-,5.05%,Matron of Wealth
Zokor,Treasure Vault,SB+,-,4.15%,Mimic
Zokor,Treasure Vault,Gouda,-,41.34%,Molten Midas
Zokor,Treasure Vault,Gouda,-,19.27%,Shadow Stalker
Zokor,Treasure Vault,Gouda,-,11.97%,Reanimated Carver
Zokor,Treasure Vault,Gouda,-,10.02%,Hired Eidolon
Zokor,Treasure Vault,Gouda,-,7.75%,Treasure Brawler
Zokor,Treasure Vault,Gouda,-,5.25%,Matron of Wealth
Zokor,Treasure Vault,Gouda,-,4.41%,Mimic
Zokor,Farming Garden,Glowing Gruyere,-,34.85%,Mush Monster
Zokor,Farming Garden,Glowing Gruyere,-,31.30%,Nightshade Nanny
Zokor,Farming Garden,Glowing Gruyere,-,19.19%,Reanimated Carver
Zokor,Farming Garden,Glowing Gruyere,-,14.66%,Mushroom Harvester
Zokor,Farming Garden,SB+,-,24.31%,Nightshade Nanny
Zokor,Farming Garden,SB+,-,23.74%,Mushroom Harvester
Zokor,Farming Garden,SB+,-,17.46%,Shadow Stalker
Zokor,Farming Garden,SB+,-,17.46%,Reanimated Carver
Zokor,Farming Garden,SB+,-,17.05%,Mush Monster
Zokor,Farming Garden,Gouda,-,24.31%,Nightshade Nanny
Zokor,Farming Garden,Gouda,-,23.74%,Mushroom Harvester
Zokor,Farming Garden,Gouda,-,17.46%,Shadow Stalker
Zokor,Farming Garden,Gouda,-,17.46%,Reanimated Carver
Zokor,Farming Garden,Gouda,-,17.05%,Mush Monster
Zokor,Overgrown Farmhouse,Glowing Gruyere,-,37.96%,Mush Monster
Zokor,Overgrown Farmhouse,Glowing Gruyere,-,30.07%,Nightshade Fungalmancer
Zokor,Overgrown Farmhouse,Glowing Gruyere,-,15.95%,Nightshade Nanny
Zokor,Overgrown Farmhouse,Glowing Gruyere,-,15.03%,Reanimated Carver
Zokor,Overgrown Farmhouse,Glowing Gruyere,-,0.99%,Mushroom Harvester
Zokor,Overgrown Farmhouse,SB+,-,30.76%,Mush Monster
Zokor,Overgrown Farmhouse,SB+,-,19.95%,Shadow Stalker
Zokor,Overgrown Farmhouse,SB+,-,18.18%,Nightshade Nanny
Zokor,Overgrown Farmhouse,SB+,-,16.74%,Nightshade Fungalmancer
Zokor,Overgrown Farmhouse,SB+,-,11.78%,Reanimated Carver
Zokor,Overgrown Farmhouse,SB+,-,2.59%,Mushroom Harvester
Zokor,Overgrown Farmhouse,Gouda,-,30.92%,Mush Monster
Zokor,Overgrown Farmhouse,Gouda,-,20.47%,Shadow Stalker
Zokor,Overgrown Farmhouse,Gouda,-,17.68%,Nightshade Nanny
Zokor,Overgrown Farmhouse,Gouda,-,16.59%,Nightshade Fungalmancer
Zokor,Overgrown Farmhouse,Gouda,-,11.77%,Reanimated Carver
Zokor,Overgrown Farmhouse,Gouda,-,2.58%,Mushroom Harvester
Zokor,Lair of the Minotaur,Glowing Gruyere,-,54.32%,Decrepit Tentacle Terror
Zokor,Lair of the Minotaur,Glowing Gruyere,-,21.21%,Reanimated Carver
Zokor,Lair of the Minotaur,Glowing Gruyere,-,18.87%,Retired Minotaur
Zokor,Lair of the Minotaur,Glowing Gruyere,-,5.60%,Corridor Bruiser
Zokor,Lair of the Minotaur,SB+,-,42.15%,Decrepit Tentacle Terror
Zokor,Lair of the Minotaur,SB+,-,21.13%,Shadow Stalker
Zokor,Lair of the Minotaur,SB+,-,17.29%,Reanimated Carver
Zokor,Lair of the Minotaur,SB+,-,15.81%,Retired Minotaur
Zokor,Lair of the Minotaur,SB+,-,3.62%,Corridor Bruiser
Zokor,Lair of the Minotaur,Gouda,-,42.48%,Decrepit Tentacle Terror
Zokor,Lair of the Minotaur,Gouda,-,20.91%,Shadow Stalker
Zokor,Lair of the Minotaur,Gouda,-,17.62%,Reanimated Carver
Zokor,Lair of the Minotaur,Gouda,-,15.23%,Retired Minotaur
Zokor,Lair of the Minotaur,Gouda,-,3.76%,Corridor Bruiser
M400 hunting,-,Fusion Fondue,-,100.00%,M400
Acolyte Realm,-,Runic,-,19.31%,Golem
Acolyte Realm,-,Runic,-,18.22%,Gorgon
Acolyte Realm,-,Runic,-,18.08%,Spectre
Acolyte Realm,-,Runic,-,16.35%,Sorcerer
Acolyte Realm,-,Runic,-,8.27%,Acolyte
Acolyte Realm,-,Runic,-,8.22%,Wight
Acolyte Realm,-,Runic,-,8.20%,Lich
Acolyte Realm,-,Runic,-,1.92%,Chrono
Acolyte Realm,-,Runic,-,1.42%,Gate Guardian
Acolyte Realm,-,Ancient,-,27.48%,Golem
Acolyte Realm,-,Ancient,-,24.69%,Spectre
Acolyte Realm,-,Ancient,-,21.88%,Gorgon
Acolyte Realm,-,Ancient,-,16.69%,Sorcerer
Acolyte Realm,-,Ancient,-,9.26%,Gate Guardian
Acolyte Realm,-,Radioactive Blue,-,33.21%,Gate Guardian
Acolyte Realm,-,Radioactive Blue,-,32.82%,Golem
Acolyte Realm,-,Radioactive Blue,-,13.56%,Mutated Grey
Acolyte Realm,-,Radioactive Blue,-,13.19%,Mutated White
Acolyte Realm,-,Radioactive Blue,-,7.01%,Mutated Brown
Acolyte Realm,-,Radioactive Blue,-,0.22%,Black Widow
Balack's Cove,Low Tide,Vanilla Stilton,-,18.98%,Brimstone
Balack's Cove,Low Tide,Vanilla Stilton,-,18.30%,Twisted Fiend
Balack's Cove,Low Tide,Vanilla Stilton,-,17.96%,Davy Jones
Balack's Cove,Low Tide,Vanilla Stilton,-,15.47%,Enslaved Spirit
Balack's Cove,Low Tide,Vanilla Stilton,-,9.00%,Nerg Lich
Balack's Cove,Low Tide,Vanilla Stilton,-,8.75%,Elub Lich
Balack's Cove,Low Tide,Vanilla Stilton,-,8.66%,Derr Lich
Balack's Cove,Low Tide,Vanilla Stilton,-,2.87%,Tidal Fisher
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,22.76%,Enslaved Spirit
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,17.27%,Elub Lich
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,16.82%,Nerg Lich
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,16.65%,Derr Lich
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,11.10%,Balack the Banished
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,5.21%,Twisted Fiend
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,5.17%,Brimstone
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,5.01%,Davy Jones
Balack's Cove,Mid Tide,Vanilla Stilton,-,18.78%,Riptide
Balack's Cove,Mid Tide,Vanilla Stilton,-,15.18%,Enslaved Spirit
Balack's Cove,Mid Tide,Vanilla Stilton,-,14.54%,Twisted Fiend
Balack's Cove,Mid Tide,Vanilla Stilton,-,14.13%,Davy Jones
Balack's Cove,Mid Tide,Vanilla Stilton,-,14.02%,Brimstone
Balack's Cove,Mid Tide,Vanilla Stilton,-,8.47%,Derr Lich
Balack's Cove,Mid Tide,Vanilla Stilton,-,7.76%,Nerg Lich
Balack's Cove,Mid Tide,Vanilla Stilton,-,7.12%,Elub Lich
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,19.90%,Derr Lich
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,19.42%,Nerg Lich
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,18.16%,Elub Lich
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,13.59%,Balack the Banished
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,10.97%,Enslaved Spirit
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,10.39%,Riptide
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,3.01%,Twisted Fiend
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,2.91%,Brimstone
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,1.65%,Davy Jones
Balack's Cove,High Tide,Vanilla Stilton,-,85.39%,Riptide
Balack's Cove,High Tide,Vanilla Stilton,-,2.71%,Enslaved Spirit
Balack's Cove,High Tide,Vanilla Stilton,-,2.64%,Brimstone
Balack's Cove,High Tide,Vanilla Stilton,-,2.45%,Twisted Fiend
Balack's Cove,High Tide,Vanilla Stilton,-,2.12%,Davy Jones
Balack's Cove,High Tide,Vanilla Stilton,-,1.72%,Nerg Lich
Balack's Cove,High Tide,Vanilla Stilton,-,1.52%,Derr Lich
Balack's Cove,High Tide,Vanilla Stilton,-,1.45%,Elub Lich
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,73.68%,Riptide
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,6.58%,Nerg Lich
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,5.26%,Balack the Banished
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,5.26%,Elub Lich
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,3.95%,Derr Lich
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,2.63%,Enslaved Spirit
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,1.32%,Brimstone
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,1.32%,Davy Jones
Bazaar,-,Gilded,-,20.31%,Master Burglar
Bazaar,-,Gilded,-,16.44%,Bionic
Bazaar,-,Gilded,-,16.42%,Steel
Bazaar,-,Gilded,-,16.31%,Granite
Bazaar,-,Gilded,-,15.08%,Burglar
Bazaar,-,Gilded,-,4.88%,Mutated Grey
Bazaar,-,Gilded,-,4.67%,Mutated White
Bazaar,-,Gilded,-,2.55%,Mutated Brown
Bazaar,-,Gilded,-,1.68%,Dwarf
Bazaar,-,Gilded,-,1.66%,Zombie
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,28.21%,Granite
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,25.03%,Bionic
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,23.93%,Steel
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,7.94%,Mutated White
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,6.47%,Mutated Grey
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,3.54%,Mutated Brown
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,1.95%,Zombie
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,1.83%,Dwarf
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,1.10%,Burglar
Bazaar,-,Brie,-,23.12%,Granite
Bazaar,-,Brie,-,22.55%,Bionic
Bazaar,-,Brie,-,21.93%,Steel
Bazaar,-,Brie,-,10.47%,Burglar
Bazaar,-,Brie,-,6.91%,Mutated Grey
Bazaar,-,Brie,-,6.62%,Mutated White
Bazaar,-,Brie,-,3.53%,Mutated Brown
Bazaar,-,Brie,-,2.55%,Zombie
Bazaar,-,Brie,-,2.31%,Dwarf
Bazaar,-,SB+,-,20.13%,Burglar
Bazaar,-,SB+,-,16.68%,Granite
Bazaar,-,SB+,-,16.62%,Bionic
Bazaar,-,SB+,-,16.23%,Steel
Bazaar,-,SB+,-,8.30%,Master Burglar
Bazaar,-,SB+,-,5.82%,Mutated White
Bazaar,-,SB+,-,5.77%,Mutated Grey
Bazaar,-,SB+,-,3.28%,Nibbler
Bazaar,-,SB+,-,2.39%,Crown Collector
Bazaar,-,SB+,-,1.73%,Zombie
Bazaar,-,SB+,-,1.63%,Dwarf
Bazaar,-,SB+,-,1.05%,Mutated Brown
Bazaar,-,SB+,-,0.37%,Black Widow
Burroughs Rift,Mist Level 0,Magical String,-,20.59%,Doktor
Burroughs Rift,Mist Level 0,Magical String,-,15.59%,Evil Scientist
Burroughs Rift,Mist Level 0,Magical String,-,15.57%,Portable Generator
Burroughs Rift,Mist Level 0,Magical String,-,15.18%,Surgeon Bot
Burroughs Rift,Mist Level 0,Magical String,-,10.41%,Automated Sentry
Burroughs Rift,Mist Level 0,Magical String,-,5.24%,Amplified Brown
Burroughs Rift,Mist Level 0,Magical String,-,5.15%,Cybernetic Specialist
Burroughs Rift,Mist Level 0,Magical String,-,5.15%,Amplified Grey
Burroughs Rift,Mist Level 0,Magical String,-,5.05%,Amplified White
Burroughs Rift,Mist Level 0,Magical String,-,2.06%,Rift Bio Engineer
Burroughs Rift,Mist Level 0,Brie String,-,20.27%,Doktor
Burroughs Rift,Mist Level 0,Brie String,-,20.16%,Evil Scientist
Burroughs Rift,Mist Level 0,Brie String,-,15.00%,Automated Sentry
Burroughs Rift,Mist Level 0,Brie String,-,14.85%,Surgeon Bot
Burroughs Rift,Mist Level 0,Brie String,-,9.87%,Rift Bio Engineer
Burroughs Rift,Mist Level 0,Brie String,-,5.09%,Amplified White
Burroughs Rift,Mist Level 0,Brie String,-,4.94%,Cybernetic Specialist
Burroughs Rift,Mist Level 0,Brie String,-,4.93%,Amplified Grey
Burroughs Rift,Mist Level 0,Brie String,-,4.91%,Amplified Brown
Burroughs Rift,Mist Level 0,Marble String,-,20.85%,Amplified White
Burroughs Rift,Mist Level 0,Marble String,-,18.55%,Rift Bio Engineer
Burroughs Rift,Mist Level 0,Marble String,-,16.15%,Amplified Brown
Burroughs Rift,Mist Level 0,Marble String,-,15.98%,Cybernetic Specialist
Burroughs Rift,Mist Level 0,Marble String,-,9.06%,Amplified Grey
Burroughs Rift,Mist Level 0,Marble String,-,5.38%,Surgeon Bot
Burroughs Rift,Mist Level 0,Marble String,-,5.13%,Automated Sentry
Burroughs Rift,Mist Level 0,Marble String,-,4.70%,Evil Scientist
Burroughs Rift,Mist Level 0,Marble String,-,4.19%,Doktor
Burroughs Rift,Mist Level 1,Swiss String,-,19.99%,Rift Bio Engineer
Burroughs Rift,Mist Level 2,Swiss String,-,19.60%,Cybernetic Specialist
Burroughs Rift,Mist Level 3,Swiss String,-,15.25%,Automated Sentry
Burroughs Rift,Mist Level 4,Swiss String,-,14.76%,Amplified Brown
Burroughs Rift,Mist Level 5,Swiss String,-,9.67%,Surgeon Bot
Burroughs Rift,Mist Level 6,Swiss String,-,5.33%,Doktor
Burroughs Rift,Mist Level 7,Swiss String,-,5.17%,Evil Scientist
Burroughs Rift,Mist Level 8,Swiss String,-,5.13%,Amplified Grey
Burroughs Rift,Mist Level 9,Swiss String,-,5.08%,Amplified White
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,31.20%,Tech Ravenous Zombie
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,24.09%,Count Vampire
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,20.50%,Phase Zombie
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,14.51%,Robat
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,9.71%,Prototype
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,25.20%,Cyber Miner
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,23.21%,Clump
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,19.66%,Rifterranian
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,17.08%,Itty Bitty Rifty Burroughs
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,14.85%,Pneumatic Dirt Displacement
Burroughs Rift,Mist Level 1-5,Polluted Parmesan,-,39.95%,Toxikinetic
Burroughs Rift,Mist Level 1-5,Polluted Parmesan,-,31.26%,Radioactive Ooze
Burroughs Rift,Mist Level 1-5,Polluted Parmesan,-,28.79%,Mecha Tail
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,24.39%,Revenant
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,24.34%,Lycanoid
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,20.02%,Zombot Unipire the Third
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,8.75%,Tech Ravenous Zombie
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,6.96%,Count Vampire
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,6.51%,Phase Zombie
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,4.98%,Robat
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,4.04%,Prototype
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,24.99%,Boulder Biter
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,19.92%,Master Exploder
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,14.90%,Lambent
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,10.12%,Cyber Miner
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,8.97%,Clump
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,8.07%,Rifterranian
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,7.00%,Itty Bitty Rifty Burroughs
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,6.04%,Pneumatic Dirt Displacement
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,22.94%,Super Mega Mecha Ultra RoboGold
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,21.73%,Toxic Avenger
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,21.12%,Rancid Bog Beast
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,14.51%,Toxikinetic
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,9.93%,Radioactive Ooze
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,9.77%,Mecha Tail
Burroughs Rift,Mist Level 19-20,Magical String/Brie String,-,100.00%,Monstrous Abomination
Burroughs Rift,Mist Level 19-20,Terre Ricotta,-,100.00%,Big Bad Behemoth Burroughs
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,25.00%,Plutonium Tentacle
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,24.89%,Assassin Beast
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,19.79%,The Menace of the Rift
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,10.18%,Super Mega Mecha Ultra RoboGold
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,10.08%,Toxic Avenger
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,10.05%,Rancid Bog Beast
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,14.78%,Frog
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,13.11%,Sylvan
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,12.57%,Chameleon
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,11.76%,Bear
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,9.39%,Moosker
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,9.28%,Shaman
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,8.74%,Wiggler
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,7.79%,Treant
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,5.94%,Dwarf
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,3.25%,Elven Princess
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,2.78%,Cyclops
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,0.62%,Eagle Owl
Calm Clearing,-,Cherry,-,24.63%,Chameleon
Calm Clearing,-,Cherry,-,22.02%,Bear
Calm Clearing,-,Cherry,-,17.29%,Shaman
Calm Clearing,-,Cherry,-,15.23%,Cherry
Calm Clearing,-,Cherry,-,14.81%,Treant
Calm Clearing,-,Cherry,-,4.66%,Cyclops
Calm Clearing,-,Cherry,-,1.36%,Eagle Owl
Calm Clearing,-,SB+,-,14.35%,Frog
Calm Clearing,-,SB+,-,12.61%,Sylvan
Calm Clearing,-,SB+,-,12.42%,Chameleon
Calm Clearing,-,SB+,-,11.19%,Bear
Calm Clearing,-,SB+,-,9.45%,Wiggler
Calm Clearing,-,SB+,-,9.27%,Moosker
Calm Clearing,-,SB+,-,8.94%,Shaman
Calm Clearing,-,SB+,-,6.30%,Treant
Calm Clearing,-,SB+,-,5.69%,Dwarf
Calm Clearing,-,SB+,-,4.37%,Cyclops
Calm Clearing,-,SB+,-,3.76%,Elven Princess
Calm Clearing,-,SB+,-,0.61%,Eagle Owl
Calm Clearing,-,SB+,-,0.56%,Black Widow
Calm Clearing,-,SB+,-,0.47%,Foxy
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,10.08%,Alchemist
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,9.59%,Pathfinder
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,9.50%,Healer
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,9.18%,Wordsmith
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,9.13%,Narrator
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,8.85%,Taleweaver
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,8.69%,Scout
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,8.62%,Caretaker
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,8.37%,Trailblazer
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,4.84%,Sylvan
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,4.73%,Pinchy
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,4.22%,Shipwrecked
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,4.19%,Chameleon
Cape Clawed,-,Crunchy,-,33.32%,Aged
Cape Clawed,-,Crunchy,-,22.15%,Trailblazer
Cape Clawed,-,Crunchy,-,21.76%,Wordsmith
Cape Clawed,-,Crunchy,-,21.54%,Healer
Cape Clawed,-,Crunchy,-,1.23%,Sylvan
Cape Clawed,-,Gumbo,-,32.13%,Grandfather
Cape Clawed,-,Gumbo,-,23.49%,Caretaker
Cape Clawed,-,Gumbo,-,21.99%,Pathfinder
Cape Clawed,-,Gumbo,-,21.24%,Narrator
Cape Clawed,-,Gumbo,-,1.16%,Chameleon
Cape Clawed,-,Shell,-,44.31%,Elder
Cape Clawed,-,Shell,-,28.26%,Taleweaver
Cape Clawed,-,Shell,-,13.58%,Alchemist
Cape Clawed,-,Shell,-,12.00%,Scout
Cape Clawed,-,Shell,-,1.85%,Pinchy
Cape Clawed,-,SB+,-,8.86%,Sylvan
Cape Clawed,-,SB+,-,8.86%,Taleweaver
Cape Clawed,-,SB+,-,8.86%,Wordsmith
Cape Clawed,-,SB+,-,8.02%,Alchemist
Cape Clawed,-,SB+,-,8.02%,Caretaker
Cape Clawed,-,SB+,-,7.74%,Chameleon
Cape Clawed,-,SB+,-,7.59%,Narrator
Cape Clawed,-,SB+,-,7.45%,Trailblazer
Cape Clawed,-,SB+,-,6.89%,Scout
Cape Clawed,-,SB+,-,6.89%,Shipwrecked
Cape Clawed,-,SB+,-,6.61%,Healer
Cape Clawed,-,SB+,-,6.61%,Pathfinder
Cape Clawed,-,SB+,-,6.47%,Pinchy
Cape Clawed,-,SB+,-,1.13%,Nibbler
Catacombs,-,Ancient,-,17.34%,Skeleton
Catacombs,-,Ancient,-,14.43%,Ooze
Catacombs,-,Ancient,-,14.41%,Spider
Catacombs,-,Ancient,-,12.94%,Keeper's Assistant
Catacombs,-,Ancient,-,12.61%,Scavenger
Catacombs,-,Ancient,-,12.39%,Keeper
Catacombs,-,Ancient,-,7.16%,Terror Knight
Catacombs,-,Ancient,-,4.37%,Vampire
Catacombs,-,Ancient,-,4.35%,Golem
Catacombs,-,Undead Emmental,-,14.86%,Mummy
Catacombs,-,Undead Emmental,-,13.20%,Ghost
Catacombs,-,Undead Emmental,-,12.47%,Ravenous Zombie
